央视频道,#genre#
CCTV6,http://mobilelive-ds.ysp.cctv.cn/ysp/2013693901.m3u8 
CCTV6,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/066/2024086203.m3u8 
CCTV7,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/064/2024072003.m3u8 
CCTV8,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/039/2024078503.m3u8 
CCTV9,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/013/2024078603.m3u8 
CCTV10,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/110/2024078703.m3u8 
CCTV11,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/040/2024078803.m3u8 
CCTV12,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/104/2024078903.m3u8 
CCTV13,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/046/2024079003.m3u8 
CCTV14,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/010/2024079103.m3u8 
CCTV15,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/080/2024079203.m3u8 
CCTV16,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/211/2024079303.m3u8 
CCTV16-4K,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/047/2024083703.m3u8 
CCTV17,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/029/2024079503.m3u8 
CCTV4K,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/116/2024081303.m3u8 
CCTV8K,http://123.184.28.44/hlslive-tx-cdn.ysp.cctv.cn/418/2020603421.m3u8
CCTV世界地理,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/008/2024172003.m3u8
CCTV兵器科技,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/002/2024172103.m3u8
CCTV第一剧场,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/031/2024171803.m3u8
CCTV怀旧剧场,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/057/2024171903.m3u8
CCTV风云剧场,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/096/2024171703.m3u8
CCTV风云音乐,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/028/2024163303.m3u8
CCTV风云足球,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/030/2012514203.m3u8
CCTV央视文化精品,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/017/2024172303.m3u8
CCTV高尔夫·网球,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/469/2024166203.m3u8
CCTV央视台球,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/110/2024172403.m3u8
CCTV电视指南,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/022/2024172503.m3u8
CCTV女性时尚,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/010/2024172203.m3u8
CCTV卫生健康,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/151/2024165203.m3u8
CGTN,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/035/2024181703.m3u8 
CGTN纪录,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/003/2024182303.m3u8 
CGTN西语,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/015/2024182103.m3u8 
CGTN法语,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/032/2024181803.m3u8 
CGTN阿语,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/024/2024182003.m3u8 
CGTN俄语,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/027/2024181903.m3u8 
中国教育1,http://mobilelive-ds.ysp.cctv.cn/ysp/2022823801.m3u8 
北京卫视,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/004/2024052703.m3u8 
东方卫视,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/019/2024054503.m3u8 
天津卫视,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/047/2019927003.m3u8 
重庆卫视,http://123.184.28.44/hlslive-tx-cdn.ysp.cctv.cn/390/2024061103.m3u8
黑龙江卫视,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/030/2024061003.m3u8 
辽宁卫视,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/004/2024171303.m3u8 
河北卫视,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/004/2024171503.m3u8 
山东卫视,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/143/2024171603.m3u8 
安徽卫视,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/052/2024171403.m3u8 
河南卫视,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/017/2024059703.m3u8 
湖北卫视,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/027/2024171203.m3u8 
湖南卫视,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/048/2024054803.m3u8 
江西卫视,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/571/2024061703.m3u8 
江苏卫视,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/119/2024171103.m3u8 
浙江卫视,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/003/2024054703.m3u8 
东南卫视,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/027/2024061503.m3u8 
广东卫视,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/040/2024060903.m3u8 
深圳卫视,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/006/2024061303.m3u8
广西卫视,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/040/2024060703.m3u8 
贵州卫视,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/049/2024061603.m3u8 
四川卫视,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/171/2024061403.m3u8 
新疆卫视,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/049/2019927403.m3u8 
海南卫视,http://123.184.28.50/hlslive-tx-cdn.ysp.cctv.cn/095/2024055603.m3u8 
兵团卫视,http://mobilelive-ds.ysp.cctv.cn/ysp/2022606701.m3u8

重庆有线代理,#genre#
CCTV1,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cctv1hd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV2,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cctv2hd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV3,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cctv3hd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV4,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cctv4hd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV5,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cctv5hd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV6,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cctv6hd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV7,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cctv7hd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV8,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cctv8hd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV9,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cctv9hd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV10,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cctv10hd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV11,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cctv11hd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV12,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cctv12hd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV13,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cctv13hd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV14,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cctv14hd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV15,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cctv15hd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV16,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cctv16hd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV17,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cctv17hd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV5+,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cctv5p&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV第一剧场,http://vapi.91kds.cc/live1/cqyx.m3u8?id=dyjc&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV兵器科技,http://vapi.91kds.cc/live1/cqyx.m3u8?id=gfjs&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV风云音乐,http://vapi.91kds.cc/live1/cqyx.m3u8?id=fyyy&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV风云足球,http://vapi.91kds.cc/live1/cqyx.m3u8?id=fyzq&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV风云剧场,http://vapi.91kds.cc/live1/cqyx.m3u8?id=fyjc&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV怀旧剧场,http://vapi.91kds.cc/live1/cqyx.m3u8?id=hjjc&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV央视台球,http://vapi.91kds.cc/live1/cqyx.m3u8?id=ystq&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV央视文化精品,http://vapi.91kds.cc/live1/cqyx.m3u8?id=ysjp&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV高尔夫网球,http://vapi.91kds.cc/live1/cqyx.m3u8?id=gefwq&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CCTV女性时尚,http://vapi.91kds.cc/live1/cqyx.m3u8?id=nxss&apiKey=73c963d13814ce7d0e4743c5e7d033cc
中央新影-发现之旅,http://vapi.91kds.cc/live1/cqyx.m3u8?id=fxzl&apiKey=73c963d13814ce7d0e4743c5e7d033cc
中央新影-中学生,http://vapi.91kds.cc/live1/cqyx.m3u8?id=zxs&apiKey=73c963d13814ce7d0e4743c5e7d033cc
中央新影-老故事,http://vapi.91kds.cc/live1/cqyx.m3u8?id=lgs&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CHC影迷电影,http://vapi.91kds.cc/live1/cqyx.m3u8?id=chchd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CHC动作电影,http://vapi.91kds.cc/live1/cqyx.m3u8?id=chcdz&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CHC家庭影院,http://vapi.91kds.cc/live1/cqyx.m3u8?id=chcjt&apiKey=73c963d13814ce7d0e4743c5e7d033cc
北京卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=bjwshd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
天津卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=tjwshd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
江苏卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=jswshd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
东方卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=dfwshd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
浙江卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=zjwshd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
河南卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=hawshd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
湖南卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=hnwshd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
广东卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=gdwshd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
深圳卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=szwshd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
吉林卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=jlwshd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
辽宁卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=lnwshd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
四川卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=scwshd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
贵州卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=gzwshd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
广西卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=gxwshd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
东南卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=dnwshd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
江西卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=jxwshd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
黑龙江卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=hljwshd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
宁夏卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=nxws&apiKey=73c963d13814ce7d0e4743c5e7d033cc
都市剧场,http://vapi.91kds.cc/live1/cqyx.m3u8?id=dsjchd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
魅力足球,http://vapi.91kds.cc/live1/cqyx.m3u8?id=mlyyhd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
动漫秀场,http://vapi.91kds.cc/live1/cqyx.m3u8?id=dmxchd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
游戏风云,http://vapi.91kds.cc/live1/cqyx.m3u8?id=yxfyhd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
法治天地,http://vapi.91kds.cc/live1/cqyx.m3u8?id=fztd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
金色学堂,http://vapi.91kds.cc/live1/cqyx.m3u8?id=jspd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
求索纪录,http://vapi.91kds.cc/live1/cqyx.m3u8?id=qsjl&apiKey=73c963d13814ce7d0e4743c5e7d033cc
车迷频道,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cmpd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
收藏天下,http://vapi.91kds.cc/live1/cqyx.m3u8?id=sctx&apiKey=73c963d13814ce7d0e4743c5e7d033cc
财富天下,http://vapi.91kds.cc/live1/cqyx.m3u8?id=jscftx&apiKey=73c963d13814ce7d0e4743c5e7d033cc
天元围棋,http://vapi.91kds.cc/live1/cqyx.m3u8?id=gztywq&apiKey=73c963d13814ce7d0e4743c5e7d033cc
先锋乒羽,http://vapi.91kds.cc/live1/cqyx.m3u8?id=hnxfpy&apiKey=73c963d13814ce7d0e4743c5e7d033cc
环球旅游,http://vapi.91kds.cc/live1/cqyx.m3u8?id=hqly&apiKey=73c963d13814ce7d0e4743c5e7d033cc
重庆新闻,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqxw&apiKey=73c963d13814ce7d0e4743c5e7d033cc
重庆社会与法,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqds&apiKey=73c963d13814ce7d0e4743c5e7d033cc
重庆科教,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqkj&apiKey=73c963d13814ce7d0e4743c5e7d033cc
重庆影视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqys&apiKey=73c963d13814ce7d0e4743c5e7d033cc
重庆文体娱乐,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqyl&apiKey=73c963d13814ce7d0e4743c5e7d033cc
重庆汽摩,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqqm&apiKey=73c963d13814ce7d0e4743c5e7d033cc
重庆少儿,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqse&apiKey=73c963d13814ce7d0e4743c5e7d033cc
重庆时尚生活,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqss&apiKey=73c963d13814ce7d0e4743c5e7d033cc
重庆新农村,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqgg&apiKey=73c963d13814ce7d0e4743c5e7d033cc
重庆重广融媒,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqjc&apiKey=73c963d13814ce7d0e4743c5e7d033cc
重庆导视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqda&apiKey=73c963d13814ce7d0e4743c5e7d033cc
长寿综合频道,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqcstv1&apiKey=73c963d13814ce7d0e4743c5e7d033cc
酉阳新闻综合,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqyotv1&apiKey=73c963d13814ce7d0e4743c5e7d033cc
合川综合频道,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqhctv1&apiKey=73c963d13814ce7d0e4743c5e7d033cc
涪陵电视台,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqfltv1&apiKey=73c963d13814ce7d0e4743c5e7d033cc
云阳综合频道,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqyytv1&apiKey=73c963d13814ce7d0e4743c5e7d033cc
铜梁综合,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqtltv1&apiKey=73c963d13814ce7d0e4743c5e7d033cc
荣昌综合频道,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqrctv1&apiKey=73c963d13814ce7d0e4743c5e7d033cc
巫溪综合频道,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqwxtv1&apiKey=73c963d13814ce7d0e4743c5e7d033cc
秀山综合频道,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqxstv1&apiKey=73c963d13814ce7d0e4743c5e7d033cc
黔江综合频道,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqqjtv1&apiKey=73c963d13814ce7d0e4743c5e7d033cc
重庆移动公交,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqyd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
中国教育1,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cetv1&apiKey=73c963d13814ce7d0e4743c5e7d033cc
中国教育4,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cetv4&apiKey=73c963d13814ce7d0e4743c5e7d033cc
书画频道,http://vapi.91kds.cc/live1/cqyx.m3u8?id=shpd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
国学频道,http://vapi.91kds.cc/live1/cqyx.m3u8?id=gxpd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
新动漫,http://vapi.91kds.cc/live1/cqyx.m3u8?id=xdm&apiKey=73c963d13814ce7d0e4743c5e7d033cc
优优宝贝,http://vapi.91kds.cc/live1/cqyx.m3u8?id=yybb&apiKey=73c963d13814ce7d0e4743c5e7d033cc
中华特产,http://vapi.91kds.cc/live1/cqyx.m3u8?id=zhtc&apiKey=73c963d13814ce7d0e4743c5e7d033cc
环球奇观,http://vapi.91kds.cc/live1/cqyx.m3u8?id=hqqg&apiKey=73c963d13814ce7d0e4743c5e7d033cc
生态环境频道,http://vapi.91kds.cc/live1/cqyx.m3u8?id=xyl&apiKey=73c963d13814ce7d0e4743c5e7d033cc
四海钓鱼,http://vapi.91kds.cc/live1/cqyx.m3u8?id=shdy&apiKey=73c963d13814ce7d0e4743c5e7d033cc
中国天气,http://vapi.91kds.cc/live1/cqyx.m3u8?id=zgqx&apiKey=73c963d13814ce7d0e4743c5e7d033cc
CGTN,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cctvnews&apiKey=73c963d13814ce7d0e4743c5e7d033cc
快乐垂钓,http://vapi.91kds.cc/live1/cqyx.m3u8?id=hnklcd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
早期教育,http://vapi.91kds.cc/live1/cqyx.m3u8?id=zqjy&apiKey=73c963d13814ce7d0e4743c5e7d033cc
INBM证券服务,http://vapi.91kds.cc/live1/cqyx.m3u8?id=zqfw&apiKey=73c963d13814ce7d0e4743c5e7d033cc
北京纪实科教,http://vapi.91kds.cc/live1/cqyx.m3u8?id=btv3&apiKey=73c963d13814ce7d0e4743c5e7d033cc
生活时尚,http://vapi.91kds.cc/live1/cqyx.m3u8?id=shss&apiKey=73c963d13814ce7d0e4743c5e7d033cc
云南卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=ynwshd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
内蒙古卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=nmgws&apiKey=73c963d13814ce7d0e4743c5e7d033cc
安徽卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=ahwshd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
新疆卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=xjws&apiKey=73c963d13814ce7d0e4743c5e7d033cc
河北卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=hewshd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
海南卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=lywshd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
湖北卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=hbwshd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
西藏卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=xzws&apiKey=73c963d13814ce7d0e4743c5e7d033cc
重庆卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqwshd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
青海卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=qhws&apiKey=73c963d13814ce7d0e4743c5e7d033cc
三沙卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=ssws&apiKey=73c963d13814ce7d0e4743c5e7d033cc
山东教育卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=sdjy&apiKey=73c963d13814ce7d0e4743c5e7d033cc
兵团卫视,http://vapi.91kds.cc/live1/cqyx.m3u8?id=btws&apiKey=73c963d13814ce7d0e4743c5e7d033cc
北京卡酷少儿,http://vapi.91kds.cc/live1/cqyx.m3u8?id=btvkk&apiKey=73c963d13814ce7d0e4743c5e7d033cc
金鹰卡通,http://vapi.91kds.cc/live1/cqyx.m3u8?id=hnjykt&apiKey=73c963d13814ce7d0e4743c5e7d033cc
家有购物,http://vapi.91kds.cc/live1/cqyx.m3u8?id=gzjygw&apiKey=73c963d13814ce7d0e4743c5e7d033cc
央广购物,http://vapi.91kds.cc/live1/cqyx.m3u8?id=yggw&apiKey=73c963d13814ce7d0e4743c5e7d033cc
重温经典,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cwjd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
百姓健康,http://vapi.91kds.cc/live1/cqyx.m3u8?id=bxjk&apiKey=73c963d13814ce7d0e4743c5e7d033cc
环球购物,http://vapi.91kds.cc/live1/cqyx.m3u8?id=hqgw&apiKey=73c963d13814ce7d0e4743c5e7d033cc
东方财经,http://vapi.91kds.cc/live1/cqyx.m3u8?id=dfcj&apiKey=73c963d13814ce7d0e4743c5e7d033cc
欢笑剧场,http://vapi.91kds.cc/live1/cqyx.m3u8?id=hxjchd&apiKey=73c963d13814ce7d0e4743c5e7d033cc
璧山综合频道,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqbstv1&apiKey=73c963d13814ce7d0e4743c5e7d033cc
丰都综合频道,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqfdtv1&apiKey=73c963d13814ce7d0e4743c5e7d033cc
开州综合频道,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqkztv1&apiKey=73c963d13814ce7d0e4743c5e7d033cc
潼南综合频道,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqtntv1&apiKey=73c963d13814ce7d0e4743c5e7d033cc
武隆综合频道,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqwltv1&apiKey=73c963d13814ce7d0e4743c5e7d033cc
万州综合频道,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqwztv1&apiKey=73c963d13814ce7d0e4743c5e7d033cc
永川综合频道,http://vapi.91kds.cc/live1/cqyx.m3u8?id=cqyctv1&apiKey=73c963d13814ce7d0e4743c5e7d033cc

甘肃移动IPv6,#genre#
CCTV-1,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000001
CCTV-2,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000502
CCTV-3,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000003
CCTV-4,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000503
CCTV-5,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000005
CCTV-6,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000006
CCTV-7,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000504
CCTV-8,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000008
CCTV-9,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000505
CCTV-10,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000506
CCTV-11,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000508
CCTV-12,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000509
CCTV-13,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000510
CCTV-14,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000511
CCTV-15,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000512
CCTV-16,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000016
CCTV-17,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000513
CCTV-5+,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000507
CCTV-中视购物,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000078
CCTV-高尔夫网球,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000094
甘肃卫视,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000023
重庆卫视,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000517
四川卫视,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000025
陕西卫视,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000026
河南卫视,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000027
天津卫视,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000530
陕西卫视,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000029
吉林卫视,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000030
黑龙江卫视,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000521
东南卫视,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000519
辽宁卫视,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000526
广东卫视,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000520
广西卫视,http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000034
